CICLO_PAE,ID_EVALUACION,ID_RAMO,DESC_RAMO,MODALIDAD_PP,DESC_PP,TIPO_EVALUACION,EVALUADOR,COSTOS,CICLO_CONCLUSION ,URL_EVALUACION
PAE2010,15s088ped10,15,"Desarrollo Agrario, Territorial y Urbano",s088,Programa de la Mujer en el Sector Agrario (PROMUSAG),Específica de desempeño,"El Colegio Mexiquense, A.C.",114900.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/15s088ped10.zip
PAE2010,15s089ped10,15,"Desarrollo Agrario, Territorial y Urbano",s089,Fondo de Apoyo para Proyectos Productivos (FAPPA),Específica de desempeño,"El Colegio Mexiquense, A.C.",114900.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/15s089ped10.zip
PAE2010,15s203ped10,15,"Desarrollo Agrario, Territorial y Urbano",s203,Joven Emprendedor Rural y Fondo de Tierras,Específica de desempeño,"El Colegio Mexiquense, A.C.",135000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/15s203ped10.zip
PAE2010,16g022pdi10,16,Medio Ambiente y Recursos Naturales,g022,Delimitación de causes y zonas federales.,Diseño,Guillermo Renato Chávez Zárate,174000.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16g022pdi10.zip
PAE2010,16g023pdi10,16,Medio Ambiente y Recursos Naturales,g023,Servicios a usuarios y mercado del agua.,Diseño,Enrique Aguilar Amilpa,94250.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16g023pdi10.zip
PAE2010,16s044ped10,16,Medio Ambiente y Recursos Naturales,s044,ProÁrbol - Programa de Desarrollo Forestal (PRODEFOR),Específica de desempeño,Tania Carrasco Vargas,219991.53,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16s044ped10.zip
PAE2010,16s045ped10,16,Medio Ambiente y Recursos Naturales,s045,ProÁrbol. - Programa de Plantaciones Forestales Comerciales (PRODEPLAN),Específica de desempeño,Tania Carrasco Vargas,83348.90,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16s045ped10.zip
PAE2010,16s046ped10,16,Medio Ambiente y Recursos Naturales,s046,Programa de Conservación para el Desarrollo Sostenible (PROCODES),Específica de desempeño,"El Colegio de México, A.C.",140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16s046ped10.zip
PAE2010,16s047ped10,16,Medio Ambiente y Recursos Naturales,s047,Programa de Agua Limpia,Específica de desempeño,"El Colegio de México, A.C.",140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16s047ped10.zip
PAE2010,16s049ped10,16,Medio Ambiente y Recursos Naturales,s049,Programa de Desarrollo Institucional Ambiental (PDIA),Específica de desempeño,"El Colegio de México, A.C.",63428.57,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16s049ped10.zip
PAE2010,16s071ped10,16,Medio Ambiente y Recursos Naturales,s071,Programa de Empleo Temporal (PET),Específica de desempeño,"El Colegio de México, A.C.",100000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16s071ped10.zip
PAE2010,16s074ped10,16,Medio Ambiente y Recursos Naturales,s074,"Programa de Agua Potable, Alcantarillado y Saneamiento en Zonas Urbanas",Específica de desempeño,"El Colegio de México, A.C.",140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16s074ped10.zip
PAE2010,16s075ped10,16,Medio Ambiente y Recursos Naturales,s075,Programa para la Construcción y Rehabilitación de Sistemas de Agua Potable y Saneamiento en Zonas Rurales,Específica de desempeño,"El Colegio de México, A.C.",140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16s075ped10.zip
PAE2010,16s079ped10,16,Medio Ambiente y Recursos Naturales,s079,Programa de Rehabilitación y Modernización de Distritos de Riego,Específica de desempeño,"El Colegio de México, A.C.",140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16s079ped10.zip
PAE2010,16s080ped10,16,Medio Ambiente y Recursos Naturales,s080,Programa de Desarrollo Parcelario,Específica de desempeño,"El Colegio de México, A.C.",63428.57,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16s080ped10.zip
PAE2010,16s110ped10,16,Medio Ambiente y Recursos Naturales,s110,ProÁrbol - Programa de Pago por Servicios Ambientales (PSA),Específica de desempeño,Tania Carrasco Vargas,ND,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16s110ped10.zip
PAE2010,16s122ped10,16,Medio Ambiente y Recursos Naturales,s122,ProÁrbol - Programa de Conservación y Restauración de Ecosistemas Forestales (PROCOREF),Específica de desempeño,Tania Carrasco Vargas,219991.53,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16s122ped10.zip
PAE2010,16s136ped10,16,Medio Ambiente y Recursos Naturales,s136,"ProÁrbol - Programa de servicios ambientales por captura de carbono, biodiversidad y sistemas agroforestales (CABSA)",Específica de desempeño,Tania Carrasco Vargas,83348.90,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16s136ped10.zip
PAE2010,16s217ped10,16,Medio Ambiente y Recursos Naturales,s217,Programa de Modernización y Tecnificación de Unidades de Riego,Específica de desempeño,"El Colegio de México, A.C.",140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16s217ped10.zip
PAE2010,16s218ped10,16,Medio Ambiente y Recursos Naturales,s218,Fondo Concursable para el Tratamiento de Aguas Residuales,Específica de desempeño,"El Colegio de México, A.C.",140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16s218ped10.zip
PAE2010,16u003ped10,16,Medio Ambiente y Recursos Naturales,u003,ProÁrbol - Proyectos de Conservación y Restauración,Específica de desempeño,Tania Carrasco Vargas,219991.53,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16u003ped10.zip
PAE2010,16u005ped10,16,Medio Ambiente y Recursos Naturales,u005,ProÁrbol - Promoción de la producción y la productividad de los Ecosistemas Forestales de manera sustentable,Específica de desempeño,Tania Carrasco Vargas,219991.53,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16u005ped10.zip
PAE2010,16u006ped10,16,Medio Ambiente y Recursos Naturales,u006,ProÁrbol - Programa de asistencia técnica para el acceso a los programas forestales,Específica de desempeño,Tania Carrasco Vargas,83348.90,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16u006ped10.zip
PAE2010,16u019pdi10,16,Medio Ambiente y Recursos Naturales,u019,Recuperación de mantos acuíferos sobrexplotados.,Diseño,Oscar Arnoldo Escolero Fuentes,140000.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/16u019pdi10.zip
PAE2010,17e002ped10,17,Procuraduría General de la República,e002,Combate a delitos del fuero federal,Específica de desempeño,"BHMC Consultores, AC",950000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/17e002ped10.pdf
PAE2010,18e009pdi10,18,Energía,e009,Gestión e implementación en aprovechamiento sustentable de la energía,Diseño,"Centro de Investigación en Energía, UNAM",ND,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/18e009pdi10.pdf
PAE2010,18f012pdi10,18,Energía,f012,Promoción en materia de aprovechamiento sustentable de la energía,Diseño,"Centro de Investigación en Energía, UNAM",ND,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/18f012pdi10.pdf
PAE2010,18g007pdi10,18,Energía,g007,Supervisar el aprovechamiento sustentable de la energía,Diseño,"Centro de Investigación en Energía, UNAM",ND,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/18g007pdi10.pdf
PAE2010,18p008pdi10,18,Energía,p008,Seguimiento y evaluación de políticas públicas en aprovechamiento sustentable de la energía,Diseño,"Centro de Investigación en Energía, UNAM",ND,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/18p008pdi10.pdf
PAE2010,19s038ped10,19,Aportaciones a Seguridad Social,s038,Programa IMSS - Oportunidades,Específica de desempeño,Antonio Carlos Martín del Campo Rodríguez,138475.00,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/19s038ped10.zip
PAE2010,20s048ped10,20,Desarrollo Social,s048,Programa Hábitat,Específica de desempeño,"El Colegio de México, A.C.",638000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/20s048ped10.zip
PAE2010,20s052ped10,20,Desarrollo Social,s052,"Programa de Abasto Social de Leche a cargo de Liconsa, S.A. de C.V.",Específica de desempeño,"Centro de Estudios Económicos y Sociales en Salud, Hospital Infantil de México Federico Gómez",182000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/20s052ped10.zip
PAE2010,20s053ped10,20,Desarrollo Social,s053,"Programa de Abasto Rural a cargo de Diconsa, S.A. de C.V. (DICONSA)",Específica de desempeño,"Centro de Estudios Económicos y Sociales en Salud, Hospital Infantil de México Federico Gómez",182000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/20s053ped10.zip
PAE2010,20s054ped10,20,Desarrollo Social,s054,Programa de Opciones Productivas,Específica de desempeño,"El Colegio Mexiquense, A.C.",135000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/20s054ped10.zip
PAE2010,20s057ped10,20,Desarrollo Social,s057,Programas del Fondo Nacional de Fomento a las Artesanías (FONART),Específica de desempeño,"El Colegio Mexiquense, A.C.",135000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/20s057ped10.zip
PAE2010,20s058ped10,20,Desarrollo Social,s058,Programa de Ahorro y Subsidio para la Vivienda Tu Casa,Específica de desempeño,"El Colegio de México, A.C.",436000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/20s058ped10.zip
PAE2010,20s061ped10,20,Desarrollo Social,s061,Programa 3 x 1 para Migrantes,Específica de desempeño,"El Colegio de México, A.C.",140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/20s061ped10.zip
PAE2010,20s065ped10,20,Desarrollo Social,s065,Programa de Atención a Jornaleros Agrícolas,Específica de desempeño,"C-230 Consultores, S. C. ",140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/20s065ped10.zip
PAE2010,20s070ped10,20,Desarrollo Social,s070,Programa de Coinversión Social,Específica de desempeño,"C-230 Consultores, S. C. ",140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/20s070ped10.zip
PAE2010,20s072ped10,20,Desarrollo Social,s072,Programa de Desarrollo Humano Oportunidades,Específica de desempeño,"Centro de Estudios Económicos y Sociales en Salud, Hospital Infantil de México Federico Gómez",182000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/20s072ped10.zip
PAE2010,20s117ped10,20,Desarrollo Social,s117,Programa de Vivienda Rural,Específica de desempeño,"El Colegio de México, A.C.",574240.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/20s117ped10.zip
PAE2010,20s118ped10,20,Desarrollo Social,s118,Programa de Apoyo Alimentario,Específica de desempeño,"Centro de Estudios Económicos y Sociales en Salud, Hospital Infantil de México Federico Gómez",182000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/20s118ped10.zip
PAE2010,20s174ped10,20,Desarrollo Social,s174,Programa de estancias infantiles para apoyar a madres trabajadoras,Específica de desempeño,"El Colegio de México, A.C.",129920.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/20s174ped10.zip
PAE2010,20s175ped10,20,Desarrollo Social,s175,Rescate de espacios públicos,Específica de desempeño,"El Colegio de México, A.C.",638000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/20s175ped10.zip
PAE2010,20s176ped10,20,Desarrollo Social,s176,Programa 70 y más,Específica de desempeño,"C-230 Consultores, S. C. ",140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/20s176ped10.zip
PAE2010,20s213ped10,20,Desarrollo Social,s213,Programa de apoyo a los avecindados en condiciones de pobreza patrimonial para regularizar asentamientos humanos irregulares ( PASPRAH ),Específica de desempeño,"El Colegio de México, A.C.",638000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/20s213ped10.zip
PAE2010,20s216ped10,20,Desarrollo Social,s216,Programa para el Desarrollo de Zonas Prioritarias,Específica de desempeño,"El Colegio de México, A.C.",140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/20s216ped10.zip
PAE2010,38s190ped10,38,Consejo Nacional de Ciencia y Tecnología,s190,Becas de posgrado y otras modalidades de apoyo a la calidad,Específica de desempeño,"El Colegio de México, A.C.",117866.67,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/38s190ped10.zip
PAE2010,38s191ped10,38,Consejo Nacional de Ciencia y Tecnología,s191,Sistema Nacional de Investigadores,Específica de desempeño,"El Colegio de México, A.C.",140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/38s191ped10.zip
PAE2010,38s192ped10,38,Consejo Nacional de Ciencia y Tecnología,s192,"Fortalecimiento a nivel sectorial de las capacidades científicas, tecnológicas y de innovación",Específica de desempeño,"El Colegio de México, A.C.",140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/38s192ped10.zip
PAE2010,38s225ped10,38,Consejo Nacional de Ciencia y Tecnología,s225,"Fortalecimiento en las Entidades Federativas de las capacidades científicas, tecnológicas y de innovación.",Específica de desempeño,"El Colegio de México, A.C.",140000.00,2011,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/38s225ped10.zip
PAE2010,p10es01,33,Aportaciones Federales para Entidades Federativas y Municipios,"06I001, 06I002, 06I003, 06I004, 06I005, 06I006, 06I007, 06I008, 06I009, 06I010, 06I011, 06I012, 06I013, 06I014, 06I015, 06I016",Aportaciones Federales,Estratégica,INAP-BID,ND,2010,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/p10es01.zip
PAE2010,p10es02,9,Comunicaciones y Transportes,08S231,"Supervisión, Regulación, Inspección y Verificación de construcción de carreteras",Estratégica,"Instituto Nacional de Administración Pública, A. C. ",ND,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/p10es02.pdf
PAE2010,p10es03,9,Comunicaciones y Transportes,09G003,"Supervisión, inspección y verificación de conservación de carreteras",Estratégica,"Instituto Nacional de Administración Pública, A. C. ",ND,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/p10es03.pdf
PAE2010,p10es04,9,Comunicaciones y Transportes,09G009,Proyectos de infraestructura económica de carreteras,Estratégica,"Instituto Nacional de Administración Pública, A. C. ",ND,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/p10es04.pdf
PAE2010,p10es05,9,Comunicaciones y Transportes,09K003,Proyectos de infraestructura económica de carreteras alimentadoras y caminos rurales,Estratégica,"Instituto Nacional de Administración Pública, A. C. ",ND,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/p10es05.pdf
PAE2010,p10es06,9,Comunicaciones y Transportes,09K031,Conservación de Infraestructura Carretera,Estratégica,"Instituto Nacional de Administración Pública, A. C. ",ND,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/p10es06.pdf
PAE2010,p10es07,9,Comunicaciones y Transportes,09K032,Reconstrucción de carreteras,Estratégica,"Instituto Nacional de Administración Pública, A. C. ",ND,2012,www.transparenciapresupuestaria.gob.mx/work/models/PTP/programas/sed/evaluaciones/2010/p10es07.pdf
